name,pop2020,state,new_tests_per_million_per_day,GDP.millions.2019,GDP.millions.2020.counterfactual,total.income.millions.2019,personal.income2019,pop.2019.bea,total.income.millions.2020,personal.income2020,pop.2020.bea,PCE.millions.2019,PCE2019,GDP.millions.2019.2,GDP.millions.2020.2,total.income.millions.2019.2,total.income.millions.2020.2,PCE.millions.2019.2,PCE.millions.2020.2,personal.income2019.2,personal.income2020.2,PCE2019.2,PCE2020.2,employment2019,employment2020,GDP.percap.2019,GDP.percap.2019.2,GDP.percap.2020.counterfactual,GDP.percap.2020.2,us.median.income.2019,us.median.income.2020,us.personal.income.2019,us.personal.income.2020,median.income.2019.est,median.income.2020.est,median.income.2020.counterfactual,personal.income2020.counterfactual,daily.discount,weekly.discount,employment2019.rate,cost.fear,vsl.low,vsl.mid,vsl.high,cost.productivity,cost.medical,cost.learning.high,cost.learning.low,time.learning,cost.schools.direct,cost.work,cost.social,cost.mask,cost.test,cost.trace
Rhode Island,1097371,RI,38.55121793645937,62526.9,65090.5029,61107.2,55830,1094524,65709,59941,1096229,49838.1,45534.04036823313,61642.8,60770.6,61107.2,65709,47038,45546.3,55830,59935,42976,41548,651037,615726,57127.02508122252,56319.2766901411,59376.73871061612,55436.04484099581,35980,35860,56250,59763,35711.34933333333,35963.20633167679,37175.51465599999,58119.03,0.9998884707156994,0.9992152697058329,0.5948129049705625,2109.659670505792,4470000,8310000.000000001,10630000,714.9137433846153,3045,2363.650944826449,308.30229715127604,36,29.68836935530806,28.596549735384606,28.596549735384606,2.24,0.02698585255552156,0.0031387999999999997
South Carolina,5118429,SC,13.964477020921302,248046.5,258216.40649999998,237024.5,46681,5077543,251946.2,49105,5130729,185731.4,36578.991059258384,245987.2,245359.5,237024.5,251946.2,196321.3,196787.9,46681,49095,38665,38355,2882340,2825222,48851.678853335165,48446.10867894176,50327.43037100575,47821.56687675377,35980,35860,56250,59763,29859.24231111111,29458.807288790722,31083.47124586666,48594.920999999995,0.9998884707156994,0.9992152697058329,0.567664321109639,1763.9445294444008,4470000,8310000.000000001,10630000,597.7590624205127,3045,2003.4188628458057,261.31550384945297,36,25.163715185502877,23.910362496820508,23.910362496820508,2.24,0.009775133914644912,0.0031387999999999997
South Dakota,886677,SD,15.735379040232457,55007.4,57262.7034,48797,55294,882507,53621.5,60446,887099,40797.7,46229.3216937656,54001.3,55681.2,48797,53621.5,37494.4,37476.5,55294,60398,42486,42246,610900,606699,62330.83703585354,61190.78942150034,64550.521869599674,62767.74069185063,35980,35860,56250,59763,35368.49991111111,36241.02337566722,36818.608407466665,57561.054,0.9998884707156994,0.9992152697058329,0.692232469544151,2089.4057284783685,4470000,8310000.000000001,10630000,708.0501616820512,3045,2569.6073128859866,335.16617124599827,36,32.27526093479984,28.32200646728205,28.32200646728205,2.24,0.01101476532816272,0.0031387999999999997
Tennessee,6910786,TN,18.927878514904435,385819.5,401638.09949999995,338609.2,49343,6862378,362278.1,52351,6920119,256657.3,37400.635756293224,380128.5,379007.1,338609.2,362278.1,260150.9,259372.2,49343,52310,37910,37481,4168951,4121399,56222.420274721095,55393.115914046124,58039.1897162462,54768.87030410893,35980,35860,56250,59763,31561.975822222223,31387.92563960979,32856.01683093333,51366.062999999995,0.9998884707156994,0.9992152697058329,0.6075082136250728,1864.5340698865716,4470000,8310000.000000001,10630000,631.8464775179486,3045,2310.4062060121078,301.35733121897067,36,29.0195948581231,25.27385910071795,25.27385910071795,2.24,0.013249514960433105,0.0031387999999999997
Texas,29145428,TX,10.570351339483384,1860108.3,1936372.7403,1560503.5,54076,28857754,1624525.8,55601,29217653,1175840.6,40746.0885556097,1858757.8,1789933.4,1560503.5,1624525.8,1171626.5,1168805.2,54076,55573,40600,40003,17902900,17706662,64457.83341281515,64411.034898973776,66274.06863583464,61262.05277336958,35980,35860,56250,59763,34589.41297777778,33345.84575740843,36007.578909866665,56293.115999999995,0.9998884707156994,0.9992152697058329,0.6203843861168128,2043.3809124533625,4470000,8310000.000000001,10630000,692.453440574359,3045,2638.2177322341863,344.1153563783722,36,33.13703431791732,27.698137622974357,27.698137622974357,2.24,0.0073992459376383685,0.0031387999999999997
Utah,3271614,UT,14.110051717673977,201285.4,209538.10139999999,157045.2,48580,3232701,171385.4,52225,3281684,126681.2,39187.416343175566,196538.9,202133.4,157045.2,171385.4,119720.1,122472.1,48580,52191,37034,37320,2103036,2135409,62265.393551707995,60797.116714474985,63850.78557228545,61594.41311229235,35980,35860,56250,59763,31073.927111111112,31316.52125897294,32347.958122666667,50571.78,0.9998884707156994,0.9992152697058329,0.6505507314162368,1835.7024322617121,4470000,8310000.000000001,10630000,622.0761177435897,3045,2541.7524256659785,331.5329250868668,36,31.925392786142726,24.88304470974359,24.88304470974359,2.24,0.009877036202371785,0.0031387999999999997
Vermont,643085,VT,24.083191806988996,34628.1,36047.8521,35584.5,55442,641838,38097.7,59296,642495,30811,48004.32507891399,34230.8,34018.6,35584.5,38097.7,30718.7,29686.3,55442,59260,47860,46205,433602,409390,53951.46438821011,53332.460839027925,56106.043004225714,52947.64939804979,35980,35860,56250,59763,35463.167288888886,35558.1814835266,36917.15714773333,57715.121999999996,0.9998884707156994,0.9992152697058329,0.6755629925308255,2094.9982348590747,4470000,8310000.000000001,10630000,709.9453297641024,3045,2233.4520965143697,291.31983867578737,36,28.05302150211286,28.397813190564097,28.397813190564097,2.24,0.016858234264892295,0.0031387999999999997
Virginia,8631384,VA,10.910601694889971,561989.6,585031.1736,507874.1,59073,8597339,536817.2,62189,8632044,397230.5,46203.88936623297,557764.4,556992.6,507874.1,536817.2,376752,369718.3,59073,62157,43822,42831,5329887,5224997,65367.85393713101,64876.39954641779,67774.35026976229,64526.153944535035,35980,35860,56250,59763,37785.71626666667,37296.488128106015,39334.9306336,61494.992999999995,0.9998884707156994,0.9992152697058329,0.6199461251905968,2232.203577212765,4470000,8310000.000000001,10630000,756.4409737230769,3045,2697.94048189246,351.90528024684266,36,33.88717513488115,30.25763894892308,30.25763894892308,2.24,0.0076374211864229805,0.0031387999999999997
Washington,7705247,WA,9.378734263113998,608966.4,633934.0224,490322.1,64189,7638689,527581.8,68350,7718785,367599.2,48123.336347375836,595231.8,612969.1,490322.1,527581.8,361957.5,356590.2,64189,68304,47385,46198,4589563,4436065,79721.3239078067,77923.29285823785,82128.7317110141,79412.64072000969,35980,35860,56250,59763,41058.13724444444,40984.914411927115,42741.52087146666,66820.749,0.9998884707156994,0.9992152697058329,0.6008312421149755,2425.5229193998975,4470000,8310000.000000001,10630000,821.9523244512819,3045,3269.355281573061,426.43764542257327,36,41.06436585550705,32.87809297805128,32.87809297805128,2.24,0.0065651139841797984,0.0031387999999999997
West Virginia,1793755,WV,17.760417586606614,79883.8,83159.0358,77329.9,42951,1800430,80971.2,45240,1789798,66803.2,37104.02514954761,79325.6,76547.9,77329.9,80971.2,67992.2,66537.4,42951,45199,37764,37176,881598,841019,44369.289558605444,44059.25251189993,46462.80518807151,42769.016391793935,35980,35860,56250,59763,27473.368533333334,27121.063868949015,28599.7766432,44711.990999999995,0.9998884707156994,0.9992152697058329,0.48965969240681395,1622.9982537684812,4470000,8310000.000000001,10630000,549.9957046769231,3045,1849.5770526790002,241.24918078421746,36,23.231402594035753,21.999828187076922,21.999828187076922,2.24,0.012432292310624631,0.0031387999999999997
Wisconsin,5893725,WI,21.944184179225548,347398.6,361641.94259999995,311019,52893,5880193,329622.8,55941,5892323,251340.5,42743.58001514576,345236.4,340591.1,311019,329622.8,243920.4,239972.9,52893,55904,41482,40726,3719288,3582636,59079.4553852229,58711.74636614819,61375.10496284741,57802.51693601997,35980,35860,56250,59763,33832.7136,33544.457942205045,35219.8548576,55061.613,0.9998884707156994,0.9992152697058329,0.6325112117918579,1998.6786486129836,4470000,8310000.000000001,10630000,677.3049011076923,3045,2443.2012937133486,318.67842961478465,36,30.687552481423705,27.0921960443077,27.0921960443077,2.24,0.015360928925457883,0.0031387999999999997
Wyoming,576837,WY,19.144878231681126,39971.4,41610.227399999996,36889,64117,575341,37974,65782,577267,25304.9,43982.43824097361,39428,36330.4,36889,37974,24806.1,24566.4,64117,65744,43115,42556,408235,401871,69474.27699399139,68529.79363542664,72081.42402042728,62935.1755773325,35980,35860,56250,59763,41012.08284444444,39448.82017301675,42693.57824106666,66745.79699999999,0.9998884707156994,0.9992152697058329,0.7095531171948462,2422.8022406200944,4470000,8310000.000000001,10630000,821.0303507897435,3045,2869.3951485054704,374.26893241375706,36,36.04071201021364,32.841214031589736,32.841214031589736,2.24,0.013401414762176787,0.0031387999999999997
